1,0,0,0.014709
-0.018817,0,0.99982,0.012279
-0.048304,-0.084141,-0.99528,0.012247
-0.098955,0.56449,0.81948,0.01447
0.23101,0.9691,-0.086475,0.013652
0.61834,-0.71983,-0.31542,0.0099251
-0.3257,0.89061,-0.31737,0.01693
0.34249,-0.079111,-0.93618,0.011966
-0.69015,-0.33746,-0.64016,0.012696
-0.18928,0.98156,-0.026615,0.013072
-0.53931,-0.038885,-0.84121,0.014716
-0.90769,-0.40924,-0.09283,0.014996
-0.89391,-0.39162,-0.21809,0.015863
0.75142,0.63991,0.16092,0.012126
0.92124,-0.18699,0.34111,0.014639
-0.059229,-0.58876,0.80614,0.015699
0.22971,-0.92607,0.29937,0.013877
0.90803,0.12923,-0.39847,0.015981
-0.11515,0.92689,-0.35723,0.016794
-0.96662,-0.057614,-0.24966,0.01591
-0.1825,-0.077394,-0.98015,0.013843
0.16447,0.40115,0.90113,0.01486
0.0083125,-0.95476,0.29726,0.013428
0.54993,0.15286,-0.8211,0.015983
0.13305,0.16873,0.97664,0.01191
0.80394,-0.14742,-0.57615,0.013655
-0.576,-0.2232,0.78639,0.013625
-0.19273,-0.92216,-0.33538,0.013076
0.64779,-0.75429,-0.10685,0.010358
0.97613,0.13147,0.17287,0.012279
0.94323,-0.27158,-0.1912,0.014131
0.29115,0.94686,0.13668,0.015784
0.12594,0.99197,-0.012046,0.015097
-0.38793,-0.38489,0.83748,0.01713
-0.24076,0.82668,-0.50857,0.017339
-0.44543,0.064197,0.89301,0.0094184
-0.30448,0.23489,0.9231,0.010996
0.89896,-0.38968,-0.20008,0.008545
0.84435,0.53568,-0.010938,0.010874
0.16251,-0.57074,0.80489,0.014211
-0.0014287,0.41736,-0.90874,0.014213
0.42299,0.37065,-0.82686,0.014237
0.67391,-0.18101,0.7163,0.015059
-0.48543,-0.30528,0.81925,0.010608
-0.24342,0.033206,-0.96935,0.01317
-0.79557,0.34922,0.49509,0.0098169
-0.76768,0.10964,-0.63138,0.011159
0.19711,0.35053,-0.91558,0.01499
0.42377,-0.48897,-0.76245,0.012096
0.3927,0.66345,-0.63688,0.0126
0.14652,-0.98918,0.0074624,0.011914
-0.6867,-0.12505,-0.71611,0.014302
-0.45109,0.76589,-0.45818,0.018489
-0.27827,0.95889,0.055693,0.014745
0.6015,0.79077,0.11351,0.013516
0.7739,0.6323,0.035788,0.017955
-0.93532,-0.1573,-0.31691,0.010153
0.070344,0.71849,-0.69197,0.016277
-0.83552,-0.11304,-0.53771,0.016218
0.023369,0.85949,0.51061,0.013013
0.054202,0.45791,0.88734,0.013288
0.49361,0.26396,-0.82866,0.012611
0.92969,-0.27116,0.24931,0.011884
0.41929,-0.80821,0.41352,0.013868
0.79262,-0.44404,-0.41784,0.020603
0.059128,-0.63443,0.77071,0.013461
-0.36293,-0.37889,-0.85131,0.012907
0.17849,-0.66373,0.72636,0.013686
0.32361,0.86727,-0.3783,0.016044
0.14815,-0.46803,0.87121,0.012843
-0.48527,-0.42074,0.76647,0.013986
-0.171,0.63655,-0.75204,0.013404
-0.28885,0.15584,-0.94461,0.01447
-0.88955,0.34867,0.29516,0.0099377
0.9745,0.22158,-0.035363,0.012816
0.79414,0.33331,0.50818,0.010983
0.28401,-0.67172,-0.6842,0.01342
0.33685,-0.29038,-0.89566,0.012283
0.9911,-0.017698,-0.13194,0.010383
-0.79362,-0.45238,-0.40684,0.016235
-0.92108,0.22836,0.31538,0.013774
0.40158,-0.18494,-0.89696,0.017128
-0.33546,-0.78316,0.52357,0.011773
-0.33887,0.25961,-0.90431,0.014211
0.053926,0.62854,-0.7759,0.012791
0.28429,0.66101,-0.69444,0.015815
-0.99277,0.11963,0.0096489,0.014125
-0.227,-0.8383,0.4957,0.016759
0.99295,0.031165,0.11433,0.015766
-0.5729,0.40962,-0.70992,0.012422
-0.38143,0.48777,-0.78524,0.013023
-0.91007,0.37797,-0.17003,0.016981
0.77069,-0.60254,-0.20734,0.0091642
-0.77255,0.63493,-0.0055416,0.013263
0.59211,0.63815,-0.4921,0.015534
0.53151,0.77039,0.35213,0.015751
0.94345,0.31297,-0.10931,0.017681
-0.19197,-0.97208,0.1349,0.015944
-0.011169,0.64831,0.7613,0.016104
-0.5781,-0.44944,0.68104,0.01067
0.60849,-0.089,0.78856,0.012493
-0.15506,0.72647,-0.66947,0.016675
0.43688,-0.89225,0.11417,0.01717
0.024849,0.016035,-0.99956,0.015166
0.13572,-0.79335,-0.59344,0.015986
-0.37612,0.68289,-0.62625,0.018236
0.31365,-0.85179,-0.41962,0.013475
-0.45366,0.86607,0.21006,0.013792
0.34915,0.80693,0.47641,0.01458
-0.98357,0.14447,-0.10829,0.0094097
-0.96254,0.15643,0.22146,0.011312
0.86656,-0.22072,0.44762,0.012413
-0.12589,0.8731,-0.47101,0.013021
0.9525,-0.30306,0.030024,0.011628
0.9454,0.16883,0.27877,0.017602
0.81613,0.44115,-0.37325,0.011997
0.38478,0.25889,-0.88596,0.015364
-0.37046,-0.16774,-0.91358,0.013823
-0.61811,0.66853,0.41352,0.0093162
-0.71238,0.075157,0.69776,0.017548
0.64562,0.15246,-0.74829,0.012968
-0.16779,0.98005,0.10657,0.013817
0.84923,0.51104,-0.13282,0.017793
-0.72907,-0.001539,-0.68444,0.015032
-0.61709,-0.4233,-0.66334,0.014483
0.63572,-0.46882,-0.61324,0.012849
-0.17968,-0.29246,0.93924,0.012853
-0.91562,-0.32663,0.23441,0.013681
0.0090809,-0.81811,-0.57499,0.013236
0.73198,0.14709,-0.66526,0.011007
0.49554,0.65638,-0.56886,0.013423
0.4591,-0.075057,-0.88521,0.012911
-0.057229,-0.99757,-0.03977,0.013569
0.94175,-0.066517,0.32966,0.0117
-0.90636,-0.42115,0.033749,0.01129
0.18622,-0.13828,0.97273,0.013664
-0.37133,0.66875,0.64412,0.015227
-0.12151,-0.39012,-0.91271,0.013801
0.42043,-0.050532,0.90592,0.012631
0.66403,0.72026,0.20073,0.01771
